timestamp,timestampType,partition,offset,key,value,headers,exceededFields
1771970056992,CREATE_TIME,1,195398,26,"{""truck_id"":26,""timestamp"":""2026-02-24T21:54:16.914576+00:00"",""recommended_action"":""continue"",""mean_cost"":12384.9,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12384.9,""mean_cost_components"":{""operating_travel"":351.13,""delay_service"":2469.81,""spoilage"":9563.96}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970056990,CREATE_TIME,1,195397,19,"{""truck_id"":19,""timestamp"":""2026-02-24T21:54:16.914200+00:00"",""recommended_action"":""continue"",""mean_cost"":17202.09,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":17202.09,""mean_cost_components"":{""operating_travel"":357.52,""delay_service"":2387.03,""spoilage"":14457.54}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970048316,CREATE_TIME,3,183089,46,"{""truck_id"":46,""timestamp"":""2026-02-24T21:54:08.230353+00:00"",""recommended_action"":""continue"",""mean_cost"":16882.23,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":16882.23,""mean_cost_components"":{""operating_travel"":349.4,""delay_service"":2324.02,""spoilage"":14208.81}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970048313,CREATE_TIME,1,195396,39,"{""truck_id"":39,""timestamp"":""2026-02-24T21:54:08.230032+00:00"",""recommended_action"":""continue"",""mean_cost"":17016.21,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":17016.21,""mean_cost_components"":{""operating_travel"":349.04,""delay_service"":2328.23,""spoilage"":14338.94}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970048310,CREATE_TIME,0,178601,7,"{""truck_id"":7,""timestamp"":""2026-02-24T21:54:08.227963+00:00"",""recommended_action"":""continue"",""mean_cost"":17136.19,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":17136.19,""mean_cost_components"":{""operating_travel"":343.76,""delay_service"":2467.08,""spoilage"":14325.34}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970039612,CREATE_TIME,4,175271,43,"{""truck_id"":43,""timestamp"":""2026-02-24T21:53:59.530549+00:00"",""recommended_action"":""continue"",""mean_cost"":12075.46,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12075.46,""mean_cost_components"":{""operating_travel"":361.41,""delay_service"":2277.71,""spoilage"":9436.35}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970039610,CREATE_TIME,4,175270,37,"{""truck_id"":37,""timestamp"":""2026-02-24T21:53:59.530191+00:00"",""recommended_action"":""continue"",""mean_cost"":12394.92,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12394.92,""mean_cost_components"":{""operating_travel"":339.62,""delay_service"":2471.02,""spoilage"":9584.28}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970039609,CREATE_TIME,5,166648,33,"{""truck_id"":33,""timestamp"":""2026-02-24T21:53:59.529967+00:00"",""recommended_action"":""continue"",""mean_cost"":17090.73,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":17090.73,""mean_cost_components"":{""operating_travel"":349.03,""delay_service"":2458.49,""spoilage"":14283.21}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970039607,CREATE_TIME,5,166647,24,"{""truck_id"":24,""timestamp"":""2026-02-24T21:53:59.529521+00:00"",""recommended_action"":""continue"",""mean_cost"":12094.73,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12094.73,""mean_cost_components"":{""operating_travel"":363.26,""delay_service"":2333.07,""spoilage"":9398.4}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970039606,CREATE_TIME,5,166646,1,"{""truck_id"":1,""timestamp"":""2026-02-24T21:53:59.528231+00:00"",""recommended_action"":""continue"",""mean_cost"":12102.59,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12102.59,""mean_cost_components"":{""operating_travel"":354.89,""delay_service"":2287.77,""spoilage"":9459.93}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970030816,CREATE_TIME,2,178824,22,"{""truck_id"":22,""timestamp"":""2026-02-24T21:53:50.738184+00:00"",""recommended_action"":""continue"",""mean_cost"":12151.55,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12151.55,""mean_cost_components"":{""operating_travel"":339.13,""delay_service"":2277.96,""spoilage"":9534.45}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970022136,CREATE_TIME,1,195395,32,"{""truck_id"":32,""timestamp"":""2026-02-24T21:53:42.034948+00:00"",""recommended_action"":""continue"",""mean_cost"":12093.73,""all_actions"":[{""action"":""continue"",""next_node"":17,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12093.73,""mean_cost_components"":{""operating_travel"":331.09,""delay_service"":2330.97,""spoilage"":9431.67}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":14,""planned_next"":17,""chosen_next"":17,""valid_outgoing_next_nodes"":[17]},""mc_samples"":300}",[],
1771970022135,CREATE_TIME,1,195394,31,"{""truck_id"":31,""timestamp"":""2026-02-24T21:53:42.034849+00:00"",""recommended_action"":""continue"",""mean_cost"":12066.18,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12066.18,""mean_cost_components"":{""operating_travel"":352.49,""delay_service"":2261.5,""spoilage"":9452.19}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970022134,CREATE_TIME,0,178600,20,"{""truck_id"":20,""timestamp"":""2026-02-24T21:53:42.033740+00:00"",""recommended_action"":""continue"",""mean_cost"":12257.08,""all_actions"":[{""action"":""continue"",""next_node"":17,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12257.08,""mean_cost_components"":{""operating_travel"":343.26,""delay_service"":2408.28,""spoilage"":9505.55}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":14,""planned_next"":17,""chosen_next"":17,""valid_outgoing_next_nodes"":[17]},""mc_samples"":300}",[],
1771970022133,CREATE_TIME,0,178599,16,"{""truck_id"":16,""timestamp"":""2026-02-24T21:53:42.033299+00:00"",""recommended_action"":""continue"",""mean_cost"":17047.96,""all_actions"":[{""action"":""continue"",""next_node"":17,""edge_travel_time_min"":""32.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":17047.96,""mean_cost_components"":{""operating_travel"":318.14,""delay_service"":2426.72,""spoilage"":14303.1}},{""action"":""reroute"",""next_node"":18,""edge_travel_time_min"":""48.0"",""extra_time_min"":""16.0"",""fixed_cost"":""500.0"",""mean_cost"":17567.15,""mean_cost_components"":{""operating_travel"":324.77,""delay_service"":2449.85,""spoilage"":14292.53}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":15,""planned_next"":17,""chosen_next"":17,""valid_outgoing_next_nodes"":[17,18]},""mc_samples"":300}",[],
1771970022130,CREATE_TIME,5,166645,44,"{""truck_id"":44,""timestamp"":""2026-02-24T21:53:42.036123+00:00"",""recommended_action"":""continue"",""mean_cost"":12033.2,""all_actions"":[{""action"":""continue"",""next_node"":17,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12033.2,""mean_cost_components"":{""operating_travel"":338.47,""delay_service"":""2274.0"",""spoilage"":9420.72}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":14,""planned_next"":17,""chosen_next"":17,""valid_outgoing_next_nodes"":[17]},""mc_samples"":300}",[],
1771970022122,CREATE_TIME,2,178823,41,"{""truck_id"":41,""timestamp"":""2026-02-24T21:53:42.035828+00:00"",""recommended_action"":""continue"",""mean_cost"":11942.63,""all_actions"":[{""action"":""continue"",""next_node"":17,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":11942.63,""mean_cost_components"":{""operating_travel"":330.43,""delay_service"":2229.05,""spoilage"":9383.15}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":14,""planned_next"":17,""chosen_next"":17,""valid_outgoing_next_nodes"":[17]},""mc_samples"":300}",[],
1771970022120,CREATE_TIME,2,178822,40,"{""truck_id"":40,""timestamp"":""2026-02-24T21:53:42.035728+00:00"",""recommended_action"":""continue"",""mean_cost"":12157.67,""all_actions"":[{""action"":""continue"",""next_node"":17,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12157.67,""mean_cost_components"":{""operating_travel"":336.43,""delay_service"":2339.27,""spoilage"":9481.98}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":14,""planned_next"":17,""chosen_next"":17,""valid_outgoing_next_nodes"":[17]},""mc_samples"":300}",[],
1771970013425,CREATE_TIME,5,166644,13,"{""truck_id"":13,""timestamp"":""2026-02-24T21:53:33.334630+00:00"",""recommended_action"":""continue"",""mean_cost"":12422.26,""all_actions"":[{""action"":""continue"",""next_node"":17,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12422.26,""mean_cost_components"":{""operating_travel"":313.76,""delay_service"":2446.56,""spoilage"":9661.94}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":14,""planned_next"":17,""chosen_next"":17,""valid_outgoing_next_nodes"":[17]},""mc_samples"":300}",[],
1771970004696,CREATE_TIME,5,166643,8,"{""truck_id"":8,""timestamp"":""2026-02-24T21:53:24.588789+00:00"",""recommended_action"":""continue"",""mean_cost"":12242.09,""all_actions"":[{""action"":""detour_to_facility"",""next_node"":16,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""2500.0"",""mean_cost"":13272.52,""mean_cost_components"":{""operating_travel"":382.69,""delay_service"":2436.8,""spoilage"":7953.02}},{""action"":""continue"",""next_node"":17,""edge_travel_time_min"":""56.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12242.09,""mean_cost_components"":{""operating_travel"":370.06,""delay_service"":2412.88,""spoilage"":9459.15}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":13,""planned_next"":17,""chosen_next"":17,""valid_outgoing_next_nodes"":[16,17]},""mc_samples"":300}",[],
